date_time,tenant_1_consumption,tenant_2_consumption,tenant_3_consumption,tenant_4_consumption,tenant_5_consumption,tenant_6_consumption,tenant_7_consumption,tenant_8_consumption,tenant_9_consumption,tenant_10_consumption,tenant_11_consumption,tenant_12_consumption,tenant_13_consumption,tenant_14_consumption,tenant_15_consumption,tenant_16_consumption,tenant_17_consumption,tenant_18_consumption
2020-08-31 00:00:00,0.2530954086177211,1.6950190210488234,0.15595464300370604,1.3994630775766197,0.2940692066876523,0.6670243491258028,1.9106780613873942,0.9933007626858226,0.15370121047043592,0.030238379911120574,0.0244348938101807,0.18617425661402567,0.323581408708534,0.020949163416595345,0.14194922888928937,0.06792172502654369,0.46142006882615433,0.04735970501627581
2020-08-31 00:15:00,0.25438393569251294,1.6998080930129214,0.15638588233921202,1.3968650432147398,0.29517564620029624,0.6667386057301588,1.9119591435454955,0.9958560489631525,0.15417275327650876,0.030989447932490477,0.0239187261202091,0.18750072994856815,0.32273110288455975,0.02174219140258865,0.1432275325527256,0.06830667237009551,0.46188294479211983,0.047144068344204725
2020-08-31 00:30:00,0.2548105296326284,1.6974497538560507,0.15673205848734198,1.3937704040194143,0.2942344927278187,0.6642146647976921,1.9166305279613813,0.9980525075931292,0.1552574570170837,0.030923988668763263,0.023732550595191602,0.1879138395400763,0.324774649455354,0.02139414536685907,0.14329716375984466,0.06775456329463286,0.46240312857865495,0.04707021566509692
2020-08-31 00:45:00,0.2541697771347194,1.69176615124994,0.15729833313985678,1.3916336162758514,0.2923195643860557,0.6613894823040674,1.9173879463321706,0.9974839600922079,0.15449616661542812,0.030295748634430453,0.023980546496115442,0.1872415981323812,0.32489452480202047,0.022232564488007516,0.14255261752949017,0.06801263278244084,0.4601244824068583,0.0460169404006304
2020-08-31 01:00:00,0.25464760974231276,1.674679421261974,0.16007245577077733,1.2991630310682112,0.28367995821058883,0.6557471439773026,1.8803205427019574,0.9905970997170546,0.15681625136131258,0.029877721047678465,0.024198170362275475,0.18661156483351965,0.3236496036961943,0.020654127648107805,0.14324779152091202,0.06391778065876581,0.44531779671951444,0.04704678294293677
2020-08-31 01:15:00,0.2556309500865888,1.678940234309768,0.16037082020241636,1.296507601704385,0.284686424543487,0.6554117921394453,1.8765018290178284,0.9916270044351387,0.15690150404850423,0.030632916543085458,0.023644692642977458,0.18787641190762497,0.32264485062379705,0.02142578156757034,0.14435549312607296,0.06427750722459298,0.44575426912223365,0.04689987675848145
2020-08-31 01:30:00,0.25575115592441133,1.6761085285716955,0.1605837535269529,1.2933767667266958,0.2836618755340802,0.6528535415836607,1.876030731069434,0.9922963818185921,0.15760097467050152,0.030571870058921813,0.023421145814570065,0.18822751853934536,0.32453364000731494,0.021056706058136285,0.1442531527458024,0.06370371577199097,0.4462474030675174,0.046894707023916134
2020-08-31 01:45:00,0.25480334249318487,1.6699794233364238,0.16101742777433442,1.2911639855966404,0.2816717137329063,0.6499962729659132,1.8716996630979796,0.9902086404474781,0.15645072764660964,0.02994823209008834,0.023631637452191066,0.18749300437634994,0.32449887367194896,0.02187369402143454,0.1433360815437971,0.06393703630243,0.44397265273581465,0.04591020945734147
2020-08-31 02:00:00,0.2548777024786728,1.6672834620387946,0.16316587439572827,1.288294329229224,0.28161507017016857,0.6536064227491272,1.8573732610264613,0.9850287441980281,0.1559819806755707,0.029852345851000217,0.024396357534841102,0.18859476227279112,0.32660430442754745,0.02171236804582462,0.14587987093212287,0.06304742922016417,0.44046306457243195,0.04515977422279478
2020-08-31 02:15:00,0.25616806224224414,1.6720232476761443,0.16359980394633264,1.2858166635576862,0.28271086129656886,0.6533229793101978,1.8586308820434665,0.9875734262676423,0.1564544556820892,0.030603132444456574,0.023880209261603898,0.18992394240711,0.32575205661056994,0.022505988855292113,0.14716257457586987,0.06343061955552114,0.44091930282088243,0.0449445904856159
2020-08-31 02:30:00,0.2565952629324566,1.6696891791661006,0.16394813965696942,1.2828654010907403,0.28177876549563596,0.6508193536500477,1.8632167169040783,0.9897607697922948,0.15754130379067768,0.030537697708553056,0.023694040739970737,0.19033789498951795,0.3278002703881864,0.02215768263976595,0.14723244545682315,0.06288103046152164,0.44143202708632606,0.0448708929306571
2020-08-31 02:45:00,0.25595359908395476,1.664064068872749,0.16451794692001998,1.2808276121695212,0.2798822664456498,0.6480169111306291,1.8639602642681141,0.9891945817122529,0.15677850838196317,0.029909693078041266,0.02394202731200664,0.189664281806873,0.32792041951527157,0.02299672851626856,0.1464853364639203,0.06313792204743598,0.4391860570755686,0.04381983002234405
